_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,task,task:confidence,what_is_the_first_letter_of_the_currently_verified_term,orig__golden,answer1,answer2,orig_task,task_gold,task_gold_reason,what_is_the_first_letter_of_the_currently_verified_term_gold
568818739,false,finalized,3,10/9/2014 13:54:28,1,1.0,"o
O
O",,Yes,No,Is the concept 'Oxyphil Cell' relevant for the domain of Human Anatomy?,,,
568818740,false,finalized,3,10/9/2014 13:48:16,1,1.0,"A
A
A",,Yes,No,Is the concept 'Apocrine Cell' relevant for the domain of Human Anatomy?,,,
568818741,false,finalized,3,10/9/2014 13:46:42,2,1.0,"F
f
F",,Yes,No,Is the concept Future relevant for the domain of Human Anatomy?,,,
568818742,false,finalized,3,10/9/2014 13:52:02,1,1.0,"p
P
P",,Yes,No,Is the concept 'Pancreatic Centroacinar Cell' relevant for the domain of Human Anatomy?,,,
568818743,false,finalized,3,10/9/2014 13:54:58,1,1.0,"f
F
f",,Yes,No,Is the concept 'Foveolar Cell' relevant for the domain of Human Anatomy?,,,
568818744,false,finalized,3,10/9/2014 13:54:51,1,1.0,"e
E
E",,Yes,No,Is the concept 'Esophageal Glandular Cell' relevant for the domain of Human Anatomy?,,,
568818745,false,finalized,3,10/9/2014 13:50:29,2,1.0,"G
g
g",,Yes,No,Is the concept Garden relevant for the domain of Human Anatomy?,,,
568818746,false,finalized,3,10/9/2014 13:51:40,1,1.0,"e
E
E",,Yes,No,Is the concept 'Epithelial Receptor Cell' relevant for the domain of Human Anatomy?,,,
568818747,false,finalized,3,10/9/2014 13:55:02,1,1.0,"T
t
T",,Yes,No,Is the concept 'Taste Bud Cell' relevant for the domain of Human Anatomy?,,,
568818748,false,finalized,3,10/9/2014 13:53:24,1,1.0,"T
t
T",,Yes,No,Is the concept 'Type III Epithelial Receptor Cell' relevant for the domain of Human Anatomy?,,,
568818749,false,finalized,3,10/9/2014 13:57:59,2,1.0,"c
c
C",,Yes,No,Is the concept 'Climate Change Policy' relevant for the domain of Human Anatomy?,,,
568818750,false,finalized,3,10/9/2014 14:10:15,1,1.0,"T
T
T",,Yes,No,Is the concept 'Taste Bud Basal Cell' relevant for the domain of Human Anatomy?,,,
568818751,false,finalized,3,10/9/2014 13:53:07,1,1.0,"T
T
T",,Yes,No,Is the concept 'Type II Epithelial Receptor Cell' relevant for the domain of Human Anatomy?,,,
568818752,false,finalized,3,10/9/2014 14:02:52,1,1.0,"t
T
T",,Yes,No,Is the concept 'Type I Epithelial Receptor Cell' relevant for the domain of Human Anatomy?,,,
568818753,false,finalized,3,10/9/2014 13:54:59,1,1.0,"t
t
T",,Yes,No,Is the concept 'Thymic Epithelial Cell' relevant for the domain of Human Anatomy?,,,
568818754,false,finalized,3,10/9/2014 13:52:24,1,1.0,"T
t
T",,Yes,No,Is the concept 'Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type' relevant for the domain of Human Anatomy?,,,
568818755,false,finalized,3,10/9/2014 13:53:50,1,1.0,"t
T
T",,Yes,No,Is the concept 'Thymic Epithelial Cell Capable of Differentiating Towards Both Cortical and Medullary Type' relevant for the domain of Human Anatomy?,,,
568818756,false,finalized,3,10/9/2014 13:58:08,1,1.0,"T
T
t",,Yes,No,Is the concept 'Thymic Medullary Epithelial Cell' relevant for the domain of Human Anatomy?,,,
568818757,false,finalized,3,10/9/2014 13:54:58,2,1.0,"E
E
e",,Yes,No,Is the concept 'Emmision Reduction' relevant for the domain of Human Anatomy?,,,
568818758,false,finalized,3,10/9/2014 13:58:30,1,1.0,"A
A
a",,Yes,No,Is the concept 'Alveolar Cell' relevant for the domain of Human Anatomy?,,,
568818759,false,finalized,3,10/9/2014 13:54:48,1,1.0,"A
a
a",,Yes,No,Is the concept 'Alveolar Cell Type II' relevant for the domain of Human Anatomy?,,,
568818760,false,finalized,3,10/9/2014 14:10:15,2,1.0,"a
A
A",,Yes,No,Is the concept Award relevant for the domain of Human Anatomy?,,,
568818761,false,finalized,3,10/9/2014 13:52:26,2,1.0,"G
G
g",,Yes,No,Is the concept Governance relevant for the domain of Human Anatomy?,,,
568818762,false,finalized,3,10/9/2014 13:48:16,1,1.0,"s
A
A",,Yes,No,Is the concept 'Alveolar Cell Type I' relevant for the domain of Human Anatomy?,,,
568818763,false,finalized,3,10/9/2014 13:47:20,1,0.668,"l
l
L",,Yes,No,Is the concept 'Light Cell' relevant for the domain of Human Anatomy?,,,
568818764,false,finalized,3,10/9/2014 14:01:19,1,1.0,"B
B
b",,Yes,No,Is the concept 'Basaloid Cell' relevant for the domain of Human Anatomy?,,,
568818765,false,finalized,3,10/9/2014 13:58:08,1,1.0,"T
T
t",,Yes,No,Is the concept 'Type I Cell' relevant for the domain of Human Anatomy?,,,
568818766,false,finalized,3,10/9/2014 13:59:46,1,1.0,"m
M
M",,Yes,No,Is the concept 'Mechanoreceptor Cell' relevant for the domain of Human Anatomy?,,,
568818767,false,finalized,3,10/9/2014 13:52:24,1,1.0,"e
E
E",,Yes,No,Is the concept 'Epithelial Reticular Cell' relevant for the domain of Human Anatomy?,,,
568818768,false,finalized,3,10/9/2014 13:48:53,1,1.0,"p
P
P",,Yes,No,Is the concept Podocyte relevant for the domain of Human Anatomy?,,,
568818769,false,finalized,3,10/9/2014 13:56:11,2,1.0,"R
r
R",,Yes,No,Is the concept 'Roger Federer' relevant for the domain of Human Anatomy?,,,
568818770,false,finalized,3,10/9/2014 13:40:38,2,1.0,"a
a
A",,Yes,No,Is the concept Advisor relevant for the domain of Human Anatomy?,,,
568818771,false,finalized,3,10/9/2014 14:00:41,1,1.0,"o
O
o",,Yes,No,Is the concept 'Olfactory Epithelial Cell' relevant for the domain of Human Anatomy?,,,
568818772,false,finalized,3,10/9/2014 13:47:41,1,1.0,"o
O
o",,Yes,No,Is the concept 'Olfactory Basal Cell' relevant for the domain of Human Anatomy?,,,
568818773,false,finalized,3,10/9/2014 13:46:13,2,1.0,"s
s
S",,Yes,No,Is the concept September relevant for the domain of Human Anatomy?,,,
568818774,false,finalized,3,10/9/2014 13:47:07,2,1.0,"c
C
C",,Yes,No,Is the concept Correspondence relevant for the domain of Human Anatomy?,,,
568818775,false,finalized,3,10/9/2014 13:48:31,1,1.0,"S
s
S",,Yes,No,Is the concept 'Supporting Cell' relevant for the domain of Human Anatomy?,,,
568818776,false,finalized,3,10/9/2014 13:53:33,2,1.0,"a
A
A",,Yes,No,Is the concept Agenda relevant for the domain of Human Anatomy?,,,
568818777,false,finalized,3,10/9/2014 14:05:27,1,1.0,"e
e
e",,Yes,No,Is the concept 'Eccrine Cell' relevant for the domain of Human Anatomy?,,,
568818778,false,finalized,3,10/9/2014 14:04:25,2,1.0,"O
o
o",,Yes,No,Is the concept Oceans relevant for the domain of Human Anatomy?,,,
568818779,false,finalized,3,10/9/2014 13:56:34,1,1.0,"t
T
t",,Yes,No,Is the concept 'Tooth Cell' relevant for the domain of Human Anatomy?,,,
568818780,false,finalized,3,10/9/2014 14:15:01,1,1.0,"c
C
c",,Yes,No,Is the concept Cementoblast relevant for the domain of Human Anatomy?,,,
568818781,false,finalized,3,10/9/2014 13:47:35,2,1.0,"w
W
W",,Yes,No,Is the concept 'Weather Events' relevant for the domain of Human Anatomy?,,,
568818782,false,finalized,3,10/9/2014 13:45:21,2,1.0,"s
S
S",,Yes,No,Is the concept Satisfaction relevant for the domain of Human Anatomy?,,,
568818783,false,finalized,3,10/9/2014 13:45:33,1,1.0,"o
o
O",,Yes,No,Is the concept Odontoblast relevant for the domain of Human Anatomy?,,,
568818784,false,finalized,3,10/9/2014 13:58:01,2,1.0,"c
C
C",,Yes,No,Is the concept Cost relevant for the domain of Human Anatomy?,,,
568818785,false,finalized,3,10/9/2014 13:41:05,2,1.0,"P
p
p",,Yes,No,Is the concept Portland relevant for the domain of Human Anatomy?,,,
568818786,false,finalized,3,10/9/2014 13:56:26,1,1.0,"a
a
A",,Yes,No,Is the concept Ameloblast relevant for the domain of Human Anatomy?,,,
568818787,false,finalized,3,10/9/2014 14:14:08,1,1.0,"M
M
m",,Yes,No,Is the concept 'Maturation-stage Ameloblast' relevant for the domain of Human Anatomy?,,,
568818788,false,finalized,3,10/9/2014 14:10:15,2,1.0,"A
a
A",,Yes,No,Is the concept Arctic relevant for the domain of Human Anatomy?,,,
568818789,false,finalized,3,10/9/2014 13:52:58,1,1.0,"s
S
S",,Yes,No,Is the concept 'Secretory-stage Ameloblast' relevant for the domain of Human Anatomy?,,,
568818790,false,finalized,3,10/9/2014 13:45:16,1,1.0,"c
C
C",,Yes,No,Is the concept Cementocyte relevant for the domain of Human Anatomy?,,,
568818791,false,finalized,3,10/9/2014 13:49:29,1,1.0,"F
f
F",,Yes,No,Is the concept 'Follicular Ovarian Cell' relevant for the domain of Human Anatomy?,,,
568818792,false,finalized,3,10/9/2014 13:43:53,1,1.0,"o
o
O",,Yes,No,Is the concept 'Ovarian Granulosa Cell' relevant for the domain of Human Anatomy?,,,
568818793,false,finalized,3,10/9/2014 13:40:10,1,1.0,"g
G
g",,Yes,No,Is the concept 'Granulosa Lutein Cell' relevant for the domain of Human Anatomy?,,,
568818794,false,finalized,3,10/9/2014 13:57:10,1,1.0,"e
e
e",,Yes,No,Is the concept 'Eukaryotic Cell' relevant for the domain of Human Anatomy?,,,
568818795,false,finalized,3,10/9/2014 13:55:02,1,1.0,"S
S
S",,Yes,No,Is the concept 'Somatic Cell' relevant for the domain of Human Anatomy?,,,
568818796,false,finalized,3,10/9/2014 13:54:08,1,1.0,"G
g
G",,Yes,No,Is the concept 'Germ Cell' relevant for the domain of Human Anatomy?,,,
568818797,false,finalized,3,10/9/2014 13:52:02,1,1.0,"E
e
E",,Yes,No,Is the concept Egg relevant for the domain of Human Anatomy?,,,
568818798,false,finalized,3,10/9/2014 13:54:37,1,1.0,"P
P
p",,Yes,No,Is the concept 'Primary Oocyte' relevant for the domain of Human Anatomy?,,,
568818799,false,finalized,3,10/9/2014 13:55:31,1,1.0,"S
s
S",,Yes,No,Is the concept 'Secondary Oocyte' relevant for the domain of Human Anatomy?,,,
568818800,false,finalized,3,10/9/2014 14:04:44,1,1.0,"S
S
S",,Yes,No,Is the concept 'Spermatogenic Cell' relevant for the domain of Human Anatomy?,,,
568818801,false,finalized,3,10/9/2014 14:03:43,1,1.0,"S
s
s",,Yes,No,Is the concept Spermatogonium relevant for the domain of Human Anatomy?,,,
568818802,false,finalized,3,10/9/2014 13:53:07,1,1.0,"S
S
S",,Yes,No,Is the concept Spermatocyte relevant for the domain of Human Anatomy?,,,
568818803,false,finalized,3,10/9/2014 14:00:11,2,1.0,"r
R
r",,Yes,No,Is the concept Reversal relevant for the domain of Human Anatomy?,,,
568818804,false,finalized,3,10/9/2014 14:07:05,1,1.0,"S
S
s",,Yes,No,Is the concept Spermatid relevant for the domain of Human Anatomy?,,,
568818805,false,finalized,3,10/9/2014 13:56:36,2,1.0,"T
t
t",,Yes,No,Is the concept Trust relevant for the domain of Human Anatomy?,,,
568818806,false,finalized,3,10/9/2014 13:56:11,1,1.0,"S
s
S",,Yes,No,Is the concept Spermatozoon relevant for the domain of Human Anatomy?,,,
568818807,false,finalized,3,10/9/2014 13:58:35,1,1.0,"a
a
A",,Yes,No,Is the concept 'Antigen Processing Cell' relevant for the domain of Human Anatomy?,,,
568818808,false,finalized,3,10/9/2014 13:58:43,1,1.0,"P
P
p",,Yes,No,Is the concept 'Phagocytic Cell' relevant for the domain of Human Anatomy?,,,
568818809,false,finalized,3,10/9/2014 13:56:56,2,1.0,"s
S
S",,Yes,No,Is the concept Summit relevant for the domain of Human Anatomy?,,,
568818810,false,finalized,3,10/9/2014 13:50:29,1,1.0,"M
m
m",,Yes,No,Is the concept Microglia relevant for the domain of Human Anatomy?,,,
568818811,false,finalized,3,10/9/2014 14:00:34,2,1.0,"P
P
P",,Yes,No,Is the concept People relevant for the domain of Human Anatomy?,,,
568818812,false,finalized,3,10/9/2014 13:54:51,1,1.0,"m
M
M",,Yes,No,Is the concept Macrophage relevant for the domain of Human Anatomy?,,,
568818813,false,finalized,3,10/9/2014 13:54:12,1,1.0,"P
P
p",,Yes,No,Is the concept 'Peritoneal Macrophage' relevant for the domain of Human Anatomy?,,,
568818814,false,finalized,3,10/9/2014 14:01:30,1,1.0,"A
a
a",,Yes,No,Is the concept 'Alveolar Macrophage' relevant for the domain of Human Anatomy?,,,
568818815,false,finalized,3,10/9/2014 13:50:56,1,1.0,"K
k
K",,Yes,No,Is the concept 'Kupffer Cell' relevant for the domain of Human Anatomy?,,,
568818816,false,finalized,3,10/9/2014 13:56:34,2,1.0,"g
G
g",,Yes,No,Is the concept 'Glacier Mass Loss' relevant for the domain of Human Anatomy?,,,
568818817,false,finalized,3,10/9/2014 13:53:43,1,1.0,"E
E
e",,Yes,No,Is the concept 'Epithelioid Cell' relevant for the domain of Human Anatomy?,,,
568818818,false,finalized,3,10/9/2014 13:59:43,2,1.0,"D
D
d",,Yes,No,Is the concept Denial relevant for the domain of Human Anatomy?,,,
568818819,false,finalized,3,10/9/2014 13:52:58,2,1.0,"c
C
C",,Yes,No,Is the concept Casino relevant for the domain of Human Anatomy?,,,
568818820,false,finalized,3,10/9/2014 13:50:37,2,1.0,"A
A
a",,Yes,No,Is the concept Applause relevant for the domain of Human Anatomy?,,,
568818821,false,finalized,3,10/9/2014 13:56:05,1,1.0,"p
P
p",,Yes,No,Is the concept 'Perivascular Epithelioid Cell' relevant for the domain of Human Anatomy?,,,
568818822,false,finalized,3,10/9/2014 14:23:24,1,1.0,"m
m
m",,Yes,No,Is the concept 'Mesangial Cell' relevant for the domain of Human Anatomy?,,,
568818823,false,finalized,3,10/9/2014 14:00:37,1,1.0,"G
g
g",,Yes,No,Is the concept 'Glomerular Mesangial Cell' relevant for the domain of Human Anatomy?,,,
568818824,false,finalized,3,10/9/2014 14:05:31,2,1.0,"M
M
m",,Yes,No,Is the concept Megadrought relevant for the domain of Human Anatomy?,,,
568818825,false,finalized,3,10/9/2014 14:02:15,1,1.0,"E
e
E",,Yes,No,Is the concept 'Extraglomerular Mesangial Cell' relevant for the domain of Human Anatomy?,,,
568818826,false,finalized,3,10/9/2014 14:07:43,1,1.0,"M
M
m",,Yes,No,Is the concept 'Mesothelial Cell' relevant for the domain of Human Anatomy?,,,
568818827,false,finalized,3,10/9/2014 14:01:19,1,1.0,"P
P
p",,Yes,No,Is the concept 'Peritoneal Mesothelial Cell' relevant for the domain of Human Anatomy?,,,
568818828,false,finalized,3,10/9/2014 14:01:08,1,1.0,"P
p
p",,Yes,No,Is the concept 'Pleural Mesothelial Cell' relevant for the domain of Human Anatomy?,,,
568818829,false,finalized,3,10/9/2014 14:07:05,1,1.0,"I
i
i",,Yes,No,Is the concept 'Interphase Cell' relevant for the domain of Human Anatomy?,,,
568818830,false,finalized,3,10/9/2014 14:04:07,1,1.0,"S
s
s",,Yes,No,Is the concept 'Supporting Cell of Organ of Corti' relevant for the domain of Human Anatomy?,,,
568818831,false,finalized,3,10/9/2014 14:03:13,1,1.0,"i
I
I",,Yes,No,Is the concept 'Inner Supporting Cell' relevant for the domain of Human Anatomy?,,,
568818832,false,finalized,3,10/9/2014 14:34:43,1,1.0,"O
o
o",,Yes,No,Is the concept 'Outer Supporting Cell' relevant for the domain of Human Anatomy?,,,
568818833,false,finalized,3,10/9/2014 13:57:46,2,1.0,"c
C
c",,Yes,No,Is the concept 'Commodity Price' relevant for the domain of Human Anatomy?,,,
568818834,false,finalized,3,10/9/2014 13:56:56,1,1.0,"C
C
C",,Yes,No,Is the concept 'Connective and Soft Tissue Cell' relevant for the domain of Human Anatomy?,,,
568818835,false,finalized,3,10/9/2014 13:59:09,1,1.0,"S
S
s",,Yes,No,Is the concept 'Stromal Cell' relevant for the domain of Human Anatomy?,,,
568818836,false,finalized,3,10/9/2014 13:58:43,2,1.0,"c
c
c",,Yes,No,Is the concept Company relevant for the domain of Human Anatomy?,,,
568818837,false,finalized,3,10/9/2014 14:02:11,1,1.0,"E
e
e",,Yes,No,Is the concept 'Endometrial Stromal Cell' relevant for the domain of Human Anatomy?,,,
568818838,false,finalized,3,10/9/2014 14:03:24,1,1.0,"t
t
T",,Yes,No,Is the concept 'Theca Cell' relevant for the domain of Human Anatomy?,,,
568818839,false,finalized,3,10/9/2014 14:02:45,2,1.0,"A
a
a",,Yes,No,Is the concept Agency relevant for the domain of Human Anatomy?,,,
568818840,false,finalized,3,10/9/2014 13:59:01,1,1.0,"P
p
p",,Yes,No,Is the concept 'Periosteal Cell' relevant for the domain of Human Anatomy?,,,
568818841,false,finalized,3,10/9/2014 14:24:02,1,1.0,"E
e
e",,Yes,No,Is the concept 'Endothelial Cell' relevant for the domain of Human Anatomy?,,,
568818842,false,finalized,3,10/9/2014 13:54:12,1,1.0,"B
B
b",,Yes,No,Is the concept 'Bone Cell' relevant for the domain of Human Anatomy?,,,
568818843,false,finalized,3,10/9/2014 14:02:22,1,1.0,"O
o
o",,Yes,No,Is the concept Osteoclast relevant for the domain of Human Anatomy?,,,
568818844,false,finalized,3,10/9/2014 14:03:50,1,1.0,"v
v
V",,Yes,No,Is the concept 'Virchow s Cell' relevant for the domain of Human Anatomy?,,,
568818845,false,finalized,3,10/9/2014 14:09:20,2,1.0,"G
g
g",,Yes,No,Is the concept 'Glacier Melting' relevant for the domain of Human Anatomy?,,,
568818846,false,finalized,3,10/9/2014 14:04:52,1,1.0,"O
o
o",,Yes,No,Is the concept Osteoblast relevant for the domain of Human Anatomy?,,,
568818847,false,finalized,3,10/9/2014 14:08:07,2,1.0,"E
E
e",,Yes,No,Is the concept Expense relevant for the domain of Human Anatomy?,,,
568818848,false,finalized,3,10/9/2014 14:08:41,1,1.0,"E
E
E",,Yes,No,Is the concept 'Endosteal Cell' relevant for the domain of Human Anatomy?,,,
568818849,false,finalized,3,10/9/2014 14:15:22,1,1.0,"o
o
o",,Yes,No,Is the concept Osteocyte relevant for the domain of Human Anatomy?,,,
568818850,false,finalized,3,10/9/2014 13:58:43,1,1.0,"S
S
s",,Yes,No,Is the concept 'Synovial Cell' relevant for the domain of Human Anatomy?,,,
568818851,false,finalized,3,10/9/2014 14:07:05,1,1.0,"P
p
p",,Yes,No,Is the concept Pericyte relevant for the domain of Human Anatomy?,,,
568818852,false,finalized,3,10/9/2014 14:04:27,1,1.0,"M
M
m",,Yes,No,Is the concept Myopericyte relevant for the domain of Human Anatomy?,,,
568818853,false,finalized,3,10/9/2014 14:02:00,2,1.0,"E
E
e",,Yes,No,Is the concept 'Exchange Rate' relevant for the domain of Human Anatomy?,,,
568818854,false,finalized,3,10/9/2014 13:59:43,1,1.0,"T
t
t",,Yes,No,Is the concept Tendinocyte relevant for the domain of Human Anatomy?,,,
568818855,false,finalized,3,10/9/2014 14:07:32,1,1.0,"R
r
r",,Yes,No,Is the concept 'Reticular Cell' relevant for the domain of Human Anatomy?,,,
568818856,false,finalized,3,10/9/2014 13:59:11,1,1.0,"f
f
F",,Yes,No,Is the concept Fibroblast relevant for the domain of Human Anatomy?,,,
568818857,false,finalized,3,10/9/2014 14:01:16,2,1.0,"P
P
p",,Yes,No,Is the concept Presidency relevant for the domain of Human Anatomy?,,,
568818858,false,finalized,3,10/9/2014 14:00:51,1,1.0,"i
i
I",,Yes,No,Is the concept 'Interstitial Cell' relevant for the domain of Human Anatomy?,,,
568818859,false,finalized,3,10/9/2014 13:58:03,1,1.0,"I
I
I",,Yes,No,Is the concept 'Interstitial Cell of the Pineal Gland' relevant for the domain of Human Anatomy?,,,
568818860,false,finalized,3,10/9/2014 14:01:01,1,1.0,"r
R
R",,Yes,No,Is the concept 'Renal Interstitial Cell' relevant for the domain of Human Anatomy?,,,
568818861,false,finalized,3,10/9/2014 14:03:16,2,1.0,"C
c
c",,Yes,No,Is the concept Chicken relevant for the domain of Human Anatomy?,,,
568818862,false,finalized,3,10/9/2014 13:57:35,1,1.0,"M
M
M",,Yes,No,Is the concept 'Muscle Cell' relevant for the domain of Human Anatomy?,,,
568818863,false,finalized,3,10/9/2014 13:54:28,1,1.0,"M
S
S",,Yes,No,Is the concept 'Striated Muscle Tissue Cell' relevant for the domain of Human Anatomy?,,,
568818864,false,finalized,3,10/9/2014 13:59:46,1,1.0,"c
C
C",,Yes,No,Is the concept Cardiocyte relevant for the domain of Human Anatomy?,,,
568818865,false,finalized,3,10/9/2014 13:59:22,2,1.0,"v
v
v",,Yes,No,Is the concept Vegetable relevant for the domain of Human Anatomy?,,,
568818866,false,finalized,3,10/9/2014 14:03:24,1,1.0,"S
s
S",,Yes,No,Is the concept 'Skeletal Muscle Cell' relevant for the domain of Human Anatomy?,,,
568818867,false,finalized,3,10/9/2014 14:07:10,1,1.0,"S
s
s",,Yes,No,Is the concept 'Smooth Muscle Tissue Cell' relevant for the domain of Human Anatomy?,,,
568818868,false,finalized,3,10/9/2014 14:00:11,1,1.0,"c
i
i",,Yes,No,Is the concept 'Interstitial Cell of Cajal' relevant for the domain of Human Anatomy?,,,
568818869,false,finalized,3,10/9/2014 14:14:51,1,1.0,"R
r
R",,Yes,No,Is the concept Rhabdomyocyte relevant for the domain of Human Anatomy?,,,
568818870,false,finalized,3,10/9/2014 13:53:49,1,1.0,"m
m
M",,Yes,No,Is the concept Myoblast relevant for the domain of Human Anatomy?,,,
568818871,false,finalized,3,10/9/2014 13:58:08,2,1.0,"E
E
e",,Yes,No,Is the concept 'Environment Minister' relevant for the domain of Human Anatomy?,,,
568818872,false,finalized,3,10/9/2014 14:07:30,2,1.0,"E
E
e",,Yes,No,Is the concept 'Energy Efficiency' relevant for the domain of Human Anatomy?,,,
568818873,false,finalized,3,10/9/2014 13:55:26,1,1.0,"L
l
L",,Yes,No,Is the concept Lipocyte relevant for the domain of Human Anatomy?,,,
568818874,false,finalized,3,10/9/2014 13:53:56,2,1.0,"I
I
I",,Yes,No,Is the concept Income relevant for the domain of Human Anatomy?,,,
568818875,false,finalized,3,10/9/2014 14:11:28,1,1.0,"a
a
A",,Yes,No,Is the concept Adipocyte relevant for the domain of Human Anatomy?,,,
568818876,false,finalized,3,10/9/2014 13:59:56,1,1.0,"L
l
l",,Yes,No,Is the concept Lipoblast relevant for the domain of Human Anatomy?,,,
568818877,false,finalized,3,10/9/2014 14:02:45,1,1.0,"M
M
m",,Yes,No,Is the concept Myofibroblast relevant for the domain of Human Anatomy?,,,
568818878,false,finalized,3,10/9/2014 14:01:27,1,1.0,"c
C
c",,Yes,No,Is the concept 'Cartilage Cell' relevant for the domain of Human Anatomy?,,,
568818879,false,finalized,3,10/9/2014 14:06:42,2,1.0,"t
T
t",,Yes,No,Is the concept Tomato relevant for the domain of Human Anatomy?,,,
568818880,false,finalized,3,10/9/2014 13:54:48,1,1.0,"c
C
c",,Yes,No,Is the concept Chondrocyte relevant for the domain of Human Anatomy?,,,
568818881,false,finalized,3,10/9/2014 13:53:19,1,1.0,"C
C
c",,Yes,No,Is the concept Chondroblast relevant for the domain of Human Anatomy?,,,
568818882,false,finalized,3,10/9/2014 13:54:30,1,1.0,"A
A
a",,Yes,No,Is the concept 'Antigen Presenting Cell' relevant for the domain of Human Anatomy?,,,
568818883,false,finalized,3,10/9/2014 14:14:20,1,1.0,"S
S
s",,Yes,No,Is the concept 'Secretory Cell' relevant for the domain of Human Anatomy?,,,
568818884,false,finalized,3,10/9/2014 13:59:22,1,1.0,"E
e
e",,Yes,No,Is the concept 'Endocrine-Stromal Cell' relevant for the domain of Human Anatomy?,,,
568818885,false,finalized,3,10/9/2014 14:00:51,1,1.0,"G
g
G",,Yes,No,Is the concept 'Granulosa Cell' relevant for the domain of Human Anatomy?,,,
568818886,false,finalized,3,10/9/2014 14:03:13,1,1.0,"S
S
S",,Yes,No,Is the concept 'Sertoli Cell' relevant for the domain of Human Anatomy?,,,
568818887,false,finalized,3,10/9/2014 13:57:19,1,1.0,"L
l
L",,Yes,No,Is the concept 'Lutein Cell' relevant for the domain of Human Anatomy?,,,
568818888,false,finalized,3,10/9/2014 14:04:25,1,1.0,"T
T
t",,Yes,No,Is the concept 'Theca Lutein Cell' relevant for the domain of Human Anatomy?,,,
568818889,false,finalized,3,10/9/2014 14:04:27,2,1.0,"c
C
c",,Yes,No,Is the concept Contest relevant for the domain of Human Anatomy?,,,
568818890,false,finalized,3,10/9/2014 13:58:03,1,1.0,"L
L
L",,Yes,No,Is the concept 'Leydig Cell' relevant for the domain of Human Anatomy?,,,
568818891,false,finalized,3,10/9/2014 14:07:51,1,1.0,"M
m
M",,Yes,No,Is the concept 'Meningothelial Cell' relevant for the domain of Human Anatomy?,,,
568818892,false,finalized,3,10/9/2014 13:52:24,1,1.0,"E
e
E",,Yes,No,Is the concept 'Effector Cell' relevant for the domain of Human Anatomy?,,,
568818893,false,finalized,3,10/9/2014 14:00:37,2,1.0,"S
S
s",,Yes,No,Is the concept Security relevant for the domain of Human Anatomy?,,,
568818894,false,finalized,3,10/9/2014 14:02:00,1,1.0,"R
R
r",,Yes,No,Is the concept 'Receptor Cell' relevant for the domain of Human Anatomy?,,,
568818895,false,finalized,3,10/9/2014 13:58:52,1,1.0,"H
h
H",,Yes,No,Is the concept 'Hepatic Stellate Cell' relevant for the domain of Human Anatomy?,,,
568818896,false,finalized,3,10/9/2014 13:56:25,2,1.0,"t
T
t",,Yes,No,Is the concept Tennis relevant for the domain of Human Anatomy?,,,
568818897,false,finalized,3,10/9/2014 14:28:07,2,1.0,"l
L
l",,Yes,No,Is the concept Livescore relevant for the domain of Human Anatomy?,,,
568818898,false,finalized,3,10/9/2014 13:55:26,1,1.0,"M
M
m",,Yes,No,Is the concept 'Myoepithelial Cell' relevant for the domain of Human Anatomy?,,,
568818899,false,finalized,3,10/9/2014 14:01:27,2,1.0,"T
T
t",,Yes,No,Is the concept Traffic relevant for the domain of Human Anatomy?,,,
568818900,false,finalized,3,10/9/2014 14:02:50,1,1.0,"S
s
s",,Yes,No,Is the concept 'Salivary Gland Myoepithelial Cell' relevant for the domain of Human Anatomy?,,,
568818901,false,finalized,3,10/9/2014 14:26:49,1,1.0,"g
G
g",,Yes,No,Is the concept 'Genitourinary System' relevant for the domain of Human Anatomy?,,,
568818902,false,finalized,3,10/9/2014 14:08:55,1,0.6653,"M
m
m",,Yes,No,Is the concept 'Mantle Field' relevant for the domain of Human Anatomy?,,,
568818903,false,finalized,3,10/9/2014 14:08:41,1,1.0,"S
S
S",,Yes,No,Is the concept 'Stomach Part' relevant for the domain of Human Anatomy?,,,
568818904,false,finalized,3,10/9/2014 14:02:15,1,1.0,"s
S
S",,Yes,No,Is the concept 'Surgically Created Structure' relevant for the domain of Human Anatomy?,,,
568818905,false,finalized,3,10/9/2014 14:13:29,2,1.0,"C
C
c",,Yes,No,Is the concept 'Continent Reservoir' relevant for the domain of Human Anatomy?,,,
568818906,false,finalized,3,10/9/2014 14:01:01,2,1.0,"C
c
C",,Yes,No,Is the concept 'Carbon Price' relevant for the domain of Human Anatomy?,,,
568818907,false,finalized,3,10/9/2014 14:11:12,1,0.6653,"B
b
b",,Yes,No,Is the concept 'Burr Hole' relevant for the domain of Human Anatomy?,,,
568818908,false,finalized,3,10/9/2014 14:02:11,1,1.0,"S
S
s",,Yes,No,Is the concept 'Surgically-Created Resection Cavity' relevant for the domain of Human Anatomy?,,,
568818909,false,finalized,3,10/9/2014 14:10:11,2,1.0,"M
M
m",,Yes,No,Is the concept Market relevant for the domain of Human Anatomy?,,,
568818910,false,finalized,3,10/9/2014 13:58:43,1,1.0,"S
s
S",,Yes,No,Is the concept Stoma relevant for the domain of Human Anatomy?,,,
568818911,false,finalized,3,10/9/2014 14:00:47,1,1.0,"s
S
s",,Yes,No,Is the concept 'Spinal Accessory Nerve' relevant for the domain of Human Anatomy?,,,
