_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,task,task:confidence,what_is_the_last_letter_of_the_currently_verified_term,orig__golden,answer1,answer2,orig_task,task_gold,task_gold_reason,what_is_the_last_letter_of_the_currently_verified_term_gold
568813952,false,finalized,3,10/9/2014 20:56:30,1,0.6727,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Interstitial Cell' a subclass of 'Connective and Soft Tissue Cell'?,,,
568813953,false,finalized,3,10/9/2014 20:51:33,1,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Interstitial Cell of the Pineal Gland' a subclass of 'Interstitial Cell'?,,,
568813954,false,finalized,3,10/9/2014 21:39:18,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Renal Interstitial Cell' a subclass of 'Interstitial Cell'?,,,
568813955,false,finalized,3,10/9/2014 21:42:00,1,0.65,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Muscle Cell' a subclass of 'Connective and Soft Tissue Cell'?,,,
568813956,false,finalized,3,10/9/2014 20:49:05,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Striated Muscle Tissue Cell' a subclass of 'Muscle Cell'?,,,
568813957,false,finalized,3,10/9/2014 21:42:00,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Phalanx of the Foot' a subclass of 'Striated Muscle Tissue Cell'?,,,
568813958,false,finalized,3,10/10/2014 04:14:03,2,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Transformed Skin-Homing T-Lymphocyte' a subclass of 'Striated Muscle Tissue Cell'?,,,
568813959,false,finalized,3,10/9/2014 21:50:01,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Smooth Muscle Tissue Cell' a subclass of 'Muscle Cell'?,,,
568813960,false,finalized,3,10/9/2014 19:58:51,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Renal Interstitial Tissue' a subclass of 'Smooth Muscle Tissue Cell'?,,,
568813961,false,finalized,3,10/9/2014 20:03:32,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Mature Bone' a subclass of 'Muscle Cell'?,,,
568813962,false,finalized,3,10/9/2014 19:57:42,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class Myoblast a subclass of 'Muscle Cell'?,,,
568813964,false,finalized,3,10/9/2014 21:33:12,2,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class Lipocyte a subclass of 'Connective and Soft Tissue Cell'?,,,
568813965,false,finalized,3,10/9/2014 21:47:20,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Low Columnar Cell' a subclass of Lipocyte?,,,
568813966,false,finalized,3,10/9/2014 22:19:30,2,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Upper Eyelid' a subclass of Lipocyte?,,,
568813967,false,finalized,3,10/9/2014 22:17:00,2,0.664,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class Fimbria a subclass of 'Connective and Soft Tissue Cell'?,,,
568813968,false,finalized,3,10/9/2014 22:09:36,1,0.669,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Cartilage Cell' a subclass of 'Connective and Soft Tissue Cell'?,,,
568813969,false,finalized,3,10/9/2014 22:10:34,2,0.672,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Sodium Channel' a subclass of 'Cartilage Cell'?,,,
568813970,false,finalized,3,10/9/2014 21:55:37,2,0.6727,"l
t
t",,Yes,No,In the domain of Human Anatomy: Is class Chondroblast a subclass of 'Cartilage Cell'?,,,
568813971,false,finalized,3,10/9/2014 19:10:39,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Antigen Presenting Cell' a subclass of Cell?,,,
568813972,false,finalized,3,10/9/2014 23:12:49,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Secretory Cell' a subclass of Cell?,,,
568813973,false,finalized,3,10/9/2014 20:54:47,2,0.65,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Endocrine-Stromal Cell' a subclass of 'Secretory Cell'?,,,
568813974,false,finalized,3,10/9/2014 21:45:18,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Granulosa Cell' a subclass of 'Endocrine-Stromal Cell'?,,,
568813975,false,finalized,3,10/9/2014 21:01:28,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class Incus a subclass of 'Endocrine-Stromal Cell'?,,,
568813976,false,finalized,3,10/10/2014 04:13:38,1,0.6667,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Lutein Cell' a subclass of 'Endocrine-Stromal Cell'?,,,
568813977,false,finalized,3,10/9/2014 19:54:58,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Theca Lutein Cell' a subclass of 'Lutein Cell'?,,,
568813978,false,finalized,3,10/9/2014 20:55:32,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Periosteum a subclass of 'Endocrine-Stromal Cell'?,,,
568813979,false,finalized,3,10/9/2014 21:48:13,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Male Prepuce' a subclass of Cell?,,,
568813981,false,finalized,3,10/9/2014 18:52:17,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Magendie s Foramen' a subclass of Cell?,,,
568813982,false,finalized,3,10/9/2014 20:41:04,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Portal Lobule' a subclass of Cell?,,,
568813983,false,finalized,3,10/9/2014 21:46:30,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Hepatic Stellate Cell' a subclass of Cell?,,,
568813984,false,finalized,3,10/9/2014 22:15:20,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Myoepithelial Cell' a subclass of Cell?,,,
568813985,false,finalized,3,10/9/2014 20:07:35,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Sebaceous Gland Duct' a subclass of 'Myoepithelial Cell'?,,,
568813986,false,finalized,3,10/9/2014 19:58:51,2,0.6667,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Inferior External Articular Artery' a subclass of 'Other Anatomic Concept'?,,,
568813987,false,finalized,3,10/9/2014 21:39:18,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Lamella of Harvesian System' a subclass of 'Other Anatomic Concept'?,,,
568813988,false,finalized,3,10/9/2014 21:36:18,2,0.6667,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Stomach Part' a subclass of 'Other Anatomic Concept'?,,,
568813989,false,finalized,3,10/9/2014 20:06:53,2,0.6727,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Surgically Created Structure' a subclass of 'Other Anatomic Concept'?,,,
568813990,false,finalized,3,10/9/2014 19:52:23,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Serratus Ventralis' a subclass of 'Surgically Created Structure'?,,,
568813991,false,finalized,3,10/9/2014 18:29:08,1,0.6636,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Burr Hole' a subclass of 'Surgically Created Structure'?,,,
568813992,false,finalized,3,10/9/2014 20:51:33,1,1.0,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Surgically-Created Resection Cavity' a subclass of 'Surgically Created Structure'?,,,
568813993,false,finalized,3,10/9/2014 21:34:32,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Canal of Schlemm' a subclass of 'Surgically Created Structure'?,,,
568813994,false,finalized,3,10/9/2014 22:28:29,2,0.664,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Spinal Accessory Nerve' a subclass of 'Other Anatomic Concept'?,,,
568813996,false,finalized,3,10/9/2014 23:35:17,2,0.664,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class 'White Fiber' a subclass of 'Other Anatomic Concept'?,,,
568813997,false,finalized,3,10/10/2014 04:45:17,1,0.6694,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Ambient Cistern' a subclass of 'Other Anatomic Concept'?,,,
568813998,false,finalized,3,10/10/2014 14:20:49,2,1.0,"r
r
R",,Yes,No,In the domain of Human Anatomy: Is class 'Terminal Bar' a subclass of 'Other Anatomic Concept'?,,,
568813999,false,finalized,3,10/10/2014 04:50:29,2,0.6694,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Adrenal Fluid or Secretion' a subclass of 'Other Anatomic Concept'?,,,
568814000,false,finalized,3,10/10/2014 00:08:44,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Ion Channel' a subclass of 'Other Anatomic Concept'?,,,
568814001,false,finalized,3,10/9/2014 22:16:26,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Gated Ion Channel' a subclass of 'Ion Channel'?,,,
568814002,false,finalized,3,10/10/2014 04:15:15,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class Chondrocyte a subclass of 'Ion Channel'?,,,
568814003,false,finalized,3,10/9/2014 21:49:25,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Squamous Alveolar Lining Cell' a subclass of 'Ion Channel'?,,,
568814004,false,finalized,3,10/9/2014 22:16:26,2,1.0,"x
x
x",,Yes,No,In the domain of Human Anatomy: Is class 'Fossa of the Helix' a subclass of 'Ion Channel'?,,,
568814005,false,finalized,3,10/9/2014 22:34:35,2,0.664,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Head of the Tibia' a subclass of 'Other Anatomic Concept'?,,,
568814006,false,finalized,3,10/9/2014 23:15:34,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Head and Neck Fluids and Secretions' a subclass of 'Other Anatomic Concept'?,,,
568814007,false,finalized,3,10/10/2014 04:14:03,2,0.6667,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic White Pulp' a subclass of 'Other Anatomic Concept'?,,,
568814008,false,finalized,3,10/9/2014 23:24:57,2,0.664,"k
k
k",,Yes,No,In the domain of Human Anatomy: Is class 'Thoracic Sympathetic Nerve Trunk' a subclass of 'Other Anatomic Concept'?,,,
568814009,false,finalized,3,10/9/2014 23:28:25,2,0.664,"f
f
F",,Yes,No,In the domain of Human Anatomy: Is class 'Prostate MF' a subclass of 'Other Anatomic Concept'?,,,
568814010,false,finalized,3,10/10/2014 04:18:40,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Gray Commissure' a subclass of 'Other Anatomic Concept'?,,,
568814011,false,finalized,3,10/9/2014 22:10:34,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Intra-abdominal Lymph Node' a subclass of 'Other Anatomic Concept'?,,,
568814012,false,finalized,3,10/9/2014 22:12:11,2,0.664,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class Tissue a subclass of Microanatomy?,,,
568814013,false,finalized,3,10/9/2014 22:18:30,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class Tissue a subclass of 'Other Anatomic Concept'?,,,
568814014,false,finalized,3,10/10/2014 04:20:23,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Tissue' a subclass of Tissue?,,,
568814015,false,finalized,3,10/10/2014 05:02:59,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Tissue' a subclass of 'Normal Tissue'?,,,
568814016,false,finalized,3,10/10/2014 04:15:15,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Tissue' a subclass of 'Spleen Part'?,,,
568814017,false,finalized,3,10/10/2014 04:23:11,2,0.664,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Periarteriolar Lymphoid Sheath' a subclass of 'Lymphoid Tissue'?,,,
568814018,false,finalized,3,10/9/2014 22:40:31,2,0.6667,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Periarteriolar Lymphoid Sheath' a subclass of 'Splenic Tissue'?,,,
568814019,false,finalized,3,10/9/2014 22:11:24,2,0.664,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Periarteriolar Lymphoid Sheath' a subclass of 'Spleen Part'?,,,
568814020,false,finalized,3,10/10/2014 14:24:55,2,1.0,"s
s
S",,Yes,No,In the domain of Human Anatomy: Is class 'Xiphoid Process' a subclass of 'Splenic Tissue'?,,,
568814021,false,finalized,3,10/10/2014 14:31:57,1,1.0,"s
s
S",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Sinus' a subclass of Sinus?,,,
568814022,false,finalized,3,10/9/2014 23:14:48,1,0.672,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Sinus' a subclass of 'Splenic Tissue'?,,,
568814023,false,finalized,3,10/9/2014 22:24:38,1,0.664,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Sinus' a subclass of 'Spleen Part'?,,,
568814024,false,finalized,3,10/9/2014 21:46:30,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Lacrimal Bone' a subclass of 'Splenic Sinus'?,,,
568814025,false,finalized,3,10/10/2014 04:24:30,2,0.664,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Cord' a subclass of 'Splenic Tissue'?,,,
568814026,false,finalized,3,10/9/2014 22:38:57,1,0.664,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Cord' a subclass of 'Spleen Part'?,,,
568814027,false,finalized,3,10/9/2014 21:54:58,1,0.6591,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Pulp' a subclass of 'Splenic Tissue'?,,,
568814028,false,finalized,3,10/9/2014 23:27:32,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Trigeminal Nucleus' a subclass of 'Lymphoid Tissue'?,,,
568814029,false,finalized,3,10/9/2014 23:24:57,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Trigeminal Nucleus' a subclass of 'Splenic Pulp'?,,,
568814030,false,finalized,3,10/9/2014 22:31:19,1,1.0,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Red Pulp' a subclass of 'Splenic Pulp'?,,,
568814031,false,finalized,3,10/9/2014 22:29:20,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Endosteum a subclass of 'Germinal Center'?,,,
568814032,false,finalized,3,10/10/2014 04:26:24,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Endosteum a subclass of 'Splenic Tissue'?,,,
568814034,false,finalized,3,10/9/2014 23:14:48,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class G-Cell a subclass of 'Lymphoid Follicle'?,,,
568814035,false,finalized,3,10/9/2014 23:31:07,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class G-Cell a subclass of 'Splenic Tissue'?,,,
568814036,false,finalized,3,10/10/2014 04:18:18,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class G-Cell a subclass of 'Spleen Part'?,,,
568814037,false,finalized,3,10/9/2014 22:25:37,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Tissue' a subclass of Tissue?,,,
568814038,false,finalized,3,10/9/2014 21:49:25,1,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Tissue' a subclass of 'Normal Tissue'?,,,
568814039,false,finalized,3,10/10/2014 04:20:23,1,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Mucosa' a subclass of Mucosa?,,,
568814040,false,finalized,3,10/9/2014 21:55:37,1,0.6667,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Mucosa' a subclass of 'Gastric Tissue'?,,,
568814041,false,finalized,3,10/9/2014 21:34:32,1,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Muscularis Mucosa' a subclass of 'Gastric Mucosa'?,,,
568814042,false,finalized,3,10/9/2014 21:39:49,1,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Muscularis Mucosa' a subclass of 'Muscularis Mucosa'?,,,
568814043,false,finalized,3,10/9/2014 21:43:56,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Superior Frontal Convolution' a subclass of 'Gastric Tissue'?,,,
568814044,false,finalized,3,10/9/2014 22:35:57,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Serosal Surface' a subclass of Serosa?,,,
568814045,false,finalized,3,10/10/2014 04:13:38,2,0.664,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Serosal Surface' a subclass of 'Gastric Tissue'?,,,
568814046,false,finalized,3,10/9/2014 22:38:06,2,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Serosal Surface' a subclass of 'Anatomic Surface'?,,,
568814047,false,finalized,3,10/9/2014 23:10:43,1,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Submucosa' a subclass of Submucosa?,,,
568814048,false,finalized,3,10/9/2014 22:28:03,1,0.6645,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Submucosa' a subclass of 'Gastric Tissue'?,,,
568814049,false,finalized,3,10/10/2014 04:15:42,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Mammary Gland Tissue' a subclass of Tissue?,,,
568814050,false,finalized,3,10/9/2014 21:37:37,1,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Mammary Gland Tissue' a subclass of 'Normal Tissue'?,,,
568814051,false,finalized,3,10/9/2014 21:47:45,1,0.6667,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Terminal Ductal Lobular Unit' a subclass of 'Mammary Gland Tissue'?,,,
568814052,false,finalized,3,10/9/2014 22:11:24,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Neck of the Humerus' a subclass of 'Mammary Gland Tissue'?,,,
568814053,false,finalized,3,10/9/2014 21:43:56,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Neck of the Humerus' a subclass of Epithelium?,,,
568814054,false,finalized,3,10/10/2014 04:21:05,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Lung Tissue' a subclass of Tissue?,,,
568814055,false,finalized,3,10/9/2014 22:36:44,1,0.664,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Lung Tissue' a subclass of 'Normal Tissue'?,,,
568814056,false,finalized,3,10/9/2014 23:21:57,1,0.672,"c
c
c",,Yes,No,In the domain of Human Anatomy: Is class 'Alveolar Sac' a subclass of 'Lung Tissue'?,,,
568814057,false,finalized,3,10/9/2014 23:20:20,2,0.664,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Alveolar Septum' a subclass of 'Connective Tissue'?,,,
568814058,false,finalized,3,10/9/2014 23:31:07,1,0.672,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Alveolar Septum' a subclass of 'Lung Tissue'?,,,
568814059,false,finalized,3,10/9/2014 22:27:31,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Retired Anatomy Concepts' a subclass of 'Lung Tissue'?,,,
568814060,false,finalized,3,10/9/2014 21:42:00,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Prostatic Tissue' a subclass of Tissue?,,,
568814061,false,finalized,3,10/9/2014 21:35:47,1,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Prostatic Tissue' a subclass of 'Normal Tissue'?,,,
568814062,false,finalized,3,10/9/2014 21:46:24,2,1.0,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Superior Hypophyseal Artery' a subclass of 'Prostatic Tissue'?,,,
568814063,false,finalized,3,10/9/2014 21:54:58,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Masseter Muscle' a subclass of 'Prostatic Tissue'?,,,
568814064,false,finalized,3,10/9/2014 22:28:29,2,1.0,"o
o
o",,Yes,No,In the domain of Human Anatomy: Is class 'Central Sulcus of Rolando' a subclass of 'Prostatic Tissue'?,,,
568814065,false,finalized,3,10/9/2014 23:23:53,1,0.6667,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Central Zone of the Prostatic Parenchyma' a subclass of 'Prostatic Tissue'?,,,
568814066,false,finalized,3,10/9/2014 22:27:31,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Intrahepatic Bile Duct Epithelium' a subclass of 'Prostatic Tissue'?,,,
568814067,false,finalized,3,10/9/2014 21:45:16,1,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Periurethral Zone of the Prostatic Parenchyma' a subclass of 'Prostatic Tissue'?,,,
568814068,false,finalized,3,10/9/2014 21:41:33,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Epithelial Tissue' a subclass of Tissue?,,,
568814069,false,finalized,3,10/9/2014 23:28:25,1,0.672,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Epithelium a subclass of 'Normal Tissue'?,,,
568814070,false,finalized,3,10/10/2014 04:53:13,2,0.6694,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Epithelium a subclass of 'Epithelial Tissue'?,,,
568814071,false,finalized,3,10/9/2014 21:36:18,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Deep Palmar Vein' a subclass of Epithelium?,,,
568814072,false,finalized,3,10/9/2014 21:48:13,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Cervix Epithelium' a subclass of Epithelium?,,,
568814073,false,finalized,3,10/10/2014 05:01:29,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Classic Lobule' a subclass of 'Stratified Squamous Epithelium'?,,,
568814074,false,finalized,3,10/9/2014 21:36:47,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Classic Lobule' a subclass of 'Cervix Epithelium'?,,,
568814075,false,finalized,3,10/9/2014 21:39:49,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Pseudostratified Epithelium' a subclass of Epithelium?,,,
568814076,false,finalized,3,10/9/2014 22:12:55,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Pseudostratified Columnar Epithelium' a subclass of 'Columnar Epithelium'?,,,
568814078,false,finalized,3,10/9/2014 22:14:45,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Pseudostratified Columnar Epithelium' a subclass of 'Pseudostratified Epithelium'?,,,
568814079,false,finalized,3,10/10/2014 04:14:03,2,0.6667,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Ascending Aorta' a subclass of 'Pseudostratified Columnar Epithelium'?,,,
568814080,false,finalized,3,10/9/2014 21:47:20,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Pseudostratified Columnar Ciliated Epithelium' a subclass of 'Columnar Epithelium'?,,,
568814081,false,finalized,3,10/9/2014 22:26:34,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Pseudostratified Columnar Ciliated Epithelium' a subclass of 'Pseudostratified Epithelium'?,,,
568814082,false,finalized,3,10/9/2014 22:38:57,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Pseudostratified Columnar Ciliated Epithelium' a subclass of 'Pseudostratified Columnar Epithelium'?,,,
568814083,false,finalized,3,10/9/2014 22:12:55,2,0.664,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Bronchial Epithelium' a subclass of 'Pseudostratified Columnar Ciliated Epithelium'?,,,
568814084,false,finalized,3,10/9/2014 23:36:20,2,0.664,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Vas Deferens Epithelium' a subclass of 'Pseudostratified Columnar Ciliated Epithelium'?,,,
568814085,false,finalized,3,10/9/2014 21:43:13,2,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Palatine Salivary Gland' a subclass of 'Pseudostratified Columnar Ciliated Epithelium'?,,,
568814086,false,finalized,3,10/9/2014 22:23:46,2,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class Head a subclass of 'Pseudostratified Columnar Ciliated Epithelium'?,,,
568814087,false,finalized,3,10/9/2014 21:37:37,2,1.0,"s
d
d",,Yes,No,In the domain of Human Anatomy: Is class Head a subclass of 'Nasal Cavity Epithelium'?,,,
568814088,false,finalized,3,10/10/2014 04:23:30,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class Fibrillin a subclass of Retina?,,,
568814089,false,finalized,3,10/9/2014 22:28:03,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class Fibrillin a subclass of Epithelium?,,,
568814090,false,finalized,3,10/9/2014 21:35:10,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class Fibrillin a subclass of 'Retina Layer'?,,,
568814091,false,finalized,3,10/9/2014 22:28:54,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Lesser Curvature' a subclass of Epithelium?,,,
568814092,false,finalized,3,10/10/2014 14:47:01,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Choroid Plexus Epithelium' a subclass of Epithelium?,,,
568814093,false,finalized,3,10/10/2014 04:16:04,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Choroid Plexus Epithelium of the Lateral Ventricle' a subclass of 'Choroid Plexus Epithelium'?,,,
568814094,false,finalized,3,10/9/2014 21:52:06,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Subtalar Joint' a subclass of 'Choroid Plexus Epithelium'?,,,
568814095,false,finalized,3,10/9/2014 22:22:46,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Olfactory Epithelium' a subclass of Epithelium?,,,
568814096,false,finalized,3,10/9/2014 22:15:20,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Prostatic Epithelium' a subclass of Epithelium?,,,
568814097,false,finalized,3,10/9/2014 23:15:34,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Squamous Epithelium' a subclass of Epithelium?,,,
568814098,false,finalized,3,10/10/2014 10:58:46,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Simple Squamous Epithelium' a subclass of 'Squamous Epithelium'?,,,
568814099,false,finalized,3,10/10/2014 10:52:18,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Simple Squamous Epithelium' a subclass of 'Simple Epithelium'?,,,
568814100,false,finalized,3,10/10/2014 04:26:04,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Stratified Squamous Epithelium' a subclass of 'Squamous Epithelium'?,,,
568814101,false,finalized,3,10/10/2014 04:15:42,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Stratified Squamous Epithelium' a subclass of 'Stratified Epithelium'?,,,
568814102,false,finalized,3,10/10/2014 04:48:07,2,0.664,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Palatine Tonsil' a subclass of 'Stratified Squamous Epithelium'?,,,
